,accelerometer_mean_x,accelerometer_std_x,orientation_std_y,gyro_std_y,accelerometer_max_y,orientation_rms_x,accelerometer_fft_x_17,accelerometer_fft_x_4
eating1,-0.10082043859861047,0.4056503214192054,0.09478597725366572,12.512155907961697,-0.19956221808185706,0.22009186330012154,0.11802745705204125,0.08844612248864028
eating2,-0.45691023529185243,0.3689107404156597,0.15824308817069102,11.487753696683027,-0.1595341480447328,0.44617330164677066,0.04417955367823728,0.06773938851266983
eating3,-0.3705554976836278,0.3837057796784331,0.1449458758459313,17.575167045734716,0.178373978333396,0.400529283212653,0.04321288785435222,0.12165366971159379
eating4,0.002101370956278285,0.3322298950060182,0.08890147995141015,22.807782523788887,0.25098819705910447,0.3745344990688549,0.038076885484349364,0.020333141347906557
