,accelerometer_mean_x,accelerometer_std_x,orientation_std_y,gyro_std_y,accelerometer_max_y,orientation_rms_x,accelerometer_fft_x_17,accelerometer_fft_x_4
cooking1,0.19829785498696303,0.21376260972862646,0.18101714099831165,28.020193021707463,0.37165062334050303,0.6508816645031459,0.059671146013757254,0.09062877308065301
cooking2,0.11045147525225553,0.27379368312546526,0.19299190473112796,32.40076441826895,0.4926496644912206,0.46315457223060863,0.05854797902447435,0.08114639450978825
